,title,author,url,page_count,price,currently_reading_count,wanting_to_read_count,average_rating,amount_rating,publishing_year
754,"The Library of the Unwritten (Hell's Library, #1)",A.J. Hackwith,/book/show/41961994-the-library-of-the-unwritten,384,,2674.0,80600.0,3.82,23790,2019
755,"The Scorch Trials (The Maze Runner, #2)",James Dashner,/book/show/7631105-the-scorch-trials,362,,15100.0,188000.0,3.9,597839,2010
756,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,/book/show/13642.A_Wizard_of_Earthsea,183,,13800.0,270000.0,4.01,327793,1968
757,You Made a Fool of Death with Your Beauty (Hardcover),Akwaeke Emezi,/book/show/59232998-you-made-a-fool-of-death-with-your-beauty,288,12.99,3137.0,126000.0,3.55,50332,2022
758,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,/book/show/1162543.Breaking_Dawn,756,,15700.0,263000.0,3.74,1751051,2008
759,"Fable (The World of the Narrows, #1)",Adrienne Young,/book/show/44012880-fable,357,,4256.0,230000.0,4.02,100444,2020
760,Luster (Hardcover),Raven Leilani,/book/show/51541496-luster,227,9.99,6055.0,7314.0,3.52,102505,2020
761,Slaughterhouse-Five (Paperback),Kurt Vonnegut Jr.,/book/show/4981.Slaughterhouse_Five,275,9.99,25100.0,921000.0,4.1,1394366,1969
762,"Immortal Longings (Flesh and False Gods, #1)",Chloe Gong,/book/show/62919356-immortal-longings,372,,2378.0,136000.0,3.53,20798,2023
763,Faking with Benefits (Paperback),Lily Gold,/book/show/61175985-faking-with-benefits,552,Unlimited,5707.0,86900.0,3.88,71007,2021
764,Invisible Women: Data Bias in a World Designed for Men (Hardcover),Caroline Criado Pérez,/book/show/41104077-invisible-women,448,9.99,29500.0,,4.35,129699,2019
765,Under Locke (Kindle Edition),Mariana Zapata,/book/show/20613920-under-locke,497,Unlimited,3710.0,54700.0,3.91,93680,2014
766,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,/book/show/11925514-code-name-verity,452,,6166.0,276000.0,4.01,121164,2012
767,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,/book/show/53457092-six-crimson-cranes,454,,5050.0,232000.0,4.2,84924,2021
768,Portrait of a Thief (Hardcover),Grace D. Li,/book/show/57021127-portrait-of-a-thief,375,12.99,2370.0,88000.0,3.46,29140,2022
769,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,/book/show/54756850-delilah-green-doesn-t-care,375,,3878.0,164000.0,4.08,95095,2022
770,Last Night at the Telegraph Club (Hardcover),Malinda Lo,/book/show/35224992-last-night-at-the-telegraph-club,409,,7543.0,217000.0,4.22,94273,2021
771,Obsidian (Lux #1),Jennifer L. Armentrout,/book/show/195790629-obsidian,416,,4146.0,247000.0,4.14,286556,2011
772,In Five Years (Hardcover),Rebecca Serle,/book/show/50093704-in-five-years,272,12.99,24800.0,559000.0,3.78,529010,2020
773,The Grace Year (Hardcover),Kim Liggett,/book/show/43263520-the-grace-year,416,Unlimited,7806.0,270000.0,4.15,165356,2019
774,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants (Hardcover)",Robin Wall Kimmerer,/book/show/17465709-braiding-sweetgrass,408,9.99,41000.0,28300.0,4.53,131514,2013
775,Why We Sleep: Unlocking the Power of Sleep and Dreams (Hardcover),Matthew Walker,/book/show/34466963-why-we-sleep,368,13.99,47600.0,421000.0,4.38,195887,2017
776,"Passenger (Passenger, #1)",Alexandra Bracken,/book/show/20983362-passenger,496,,1888.0,88500.0,3.76,41548,2016
777,Kulti (Nook),Mariana Zapata,/book/show/24044596-kulti,570,Unlimited,3745.0,114000.0,4.25,140830,2015
778,"What the River Knows (Secrets of the Nile, #1)",Isabel Ibañez,/book/show/65213381-what-the-river-knows,404,,5905.0,186000.0,3.9,47715,2023
779,"Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes,/book/show/12954620-falling-kingdoms,412,,2149.0,126000.0,3.78,61674,2012
780,How to Do Nothing: Resisting the Attention Economy (Hardcover),Jenny Odell,/book/show/42771901-how-to-do-nothing,232,11.99,9667.0,146000.0,3.68,50764,2019
781,Emergency Contact (Hardcover),Mary H.K. Choi,/book/show/35297272-emergency-contact,394,9.99,1754.0,73200.0,3.64,44650,2018
782,Window Shopping (ebook),Tessa Bailey,/book/show/58943206-window-shopping,258,10.99,2140.0,126000.0,3.51,79467,2021
783,The Glass Hotel (Hardcover),Emily St. John Mandel,/book/show/45754981-the-glass-hotel,307,13.99,14200.0,241000.0,3.69,179359,2020
784,The Kiss Thief (Paperback),L.J. Shen,/book/show/41450662-the-kiss-thief,320,Unlimited,18800.0,137000.0,3.85,108594,2019
785,"Inkheart (Inkworld, #1)",Cornelia Funke,/book/show/28194.Inkheart,563,,6553.0,,3.92,429649,2003
786,The Ex Talk (Kindle Edition),Rachel Lynn Solomon,/book/show/53415121-the-ex-talk,345,4.99,2459.0,160000.0,3.68,92573,2021
787,The Essex Serpent (Hardcover),Sarah Perry,/book/show/32075861-the-essex-serpent,422,15.49,6749.0,82400.0,3.53,64863,2016
788,Daisy Darker (Hardcover),Alice Feeney,/book/show/59808050-daisy-darker,338,9.99,6203.0,217000.0,3.77,200517,2022
789,Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,/book/show/12262741-wild,315,9.99,20200.0,489000.0,4.06,816830,2012
790,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,/book/show/213075405-a-torch-against-the-night,460,,6904.0,114000.0,4.23,169677,2016
791,One Flew Over the Cuckoo’s Nest (Mass Market Paperback),Ken Kesey,/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,325,9.99,14500.0,634000.0,4.2,744406,1962
792,"Gone (Gone, #1)",Michael  Grant,/book/show/2536134.Gone,560,,7294.0,169000.0,3.86,204015,2008
793,The Other Black Girl (Hardcover),Zakiya Dalila Harris,/book/show/55711688-the-other-black-girl,357,12.99,6321.0,118000.0,3.36,79491,2021
794,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,/book/show/24233708-an-absolutely-remarkable-thing,343,,5799.0,153000.0,4.04,120526,2018
795,Every Summer After (Paperback),Carley Fortune,/book/show/58014893-every-summer-after,320,10.99,16000.0,572000.0,4.2,605885,2022
796,The It Girl (Hardcover),Ruth Ware,/book/show/59345249-the-it-girl,423,9.99,15200.0,258000.0,3.85,261753,2022
797,Our Wives Under the Sea (Paperback),Julia Armfield,/book/show/58659343-our-wives-under-the-sea,240,11.99,4097.0,,3.78,82442,2022
798,Black Cake (Hardcover),Charmaine Wilkerson,/book/show/57926137-black-cake,385,13.99,13300.0,286000.0,4.1,194015,2022
799,No One Is Talking About This (Hardcover),Patricia Lockwood,/book/show/53733106-no-one-is-talking-about-this,210,12.99,4284.0,,3.55,50164,2021
800,"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn  Grace,/book/show/38325332-all-the-stars-and-teeth,380,,2140.0,137000.0,3.66,33692,2020
801,Lilac (Kindle Edition),B.B. Reid,/book/show/56180769-lilac,556,Unlimited,5750.0,49700.0,3.75,36060,2020
802,And Then There Were None (Paperback),Agatha Christie,/book/show/16299.And_Then_There_Were_None,264,Unlimited,35600.0,1000000.0,4.28,1418305,1939
803,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,/book/show/375802.Ender_s_Game,324,,17400.0,61700.0,4.31,1400498,1985
804,To the Lighthouse (Paperback),Virginia Woolf,/book/show/59716.To_the_Lighthouse,209,0.99,18600.0,323000.0,3.8,190645,1927
805,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,/book/show/61612864-the-book-that-wouldn-t-burn,559,,4903.0,170000.0,4.04,23192,2023
806,"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,/book/show/37173847-foundryside,501,,3869.0,146000.0,4.18,45151,2018
807,The True Love Experiment (Hardcover),Christina Lauren,/book/show/62361081-the-true-love-experiment,409,13.99,8061.0,203000.0,4.1,147132,2023
808,The Wind-Up Bird Chronicle (Paperback),Haruki Murakami,/book/show/11275.The_Wind_Up_Bird_Chronicle,607,13.99,20700.0,289000.0,4.15,291745,1994
809,"Anatomy (The Anatomy Duology, #1)",Dana Schwartz,/book/show/57917042-anatomy,338,,5970.0,196000.0,3.84,87581,2022
810,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,/book/show/37794149-a-memory-called-empire,448,19.98,8223.0,124000.0,4.12,60921,2019
811,Diary of an Oxygen Thief (Paperback),Anonymous,/book/show/1561703.Diary_of_an_Oxygen_Thief,140,,7585.0,105000.0,2.73,61468,2006
812,Five Survive (Hardcover),Holly  Jackson,/book/show/61313902-five-survive,391,16.99,8825.0,224000.0,4.08,175796,2022
813,"Restore Me (Shatter Me, #4)",Tahereh Mafi,/book/show/34992929-restore-me,435,,16700.0,247000.0,4.15,307640,2018
814,NOS4A2 (Hardcover),Joe Hill,/book/show/15729539-nos4a2,692,15.99,7128.0,136000.0,4.08,131993,2013
815,"Bully (Fall Away, #1)",Penelope Douglas,/book/show/20803953-bully,333,on,5170.0,153000.0,3.86,207631,2013
816,"Tangled (Tangled, #1)",Emma Chase,/book/show/18297707-tangled,254,,2893.0,106000.0,4.04,119642,2013
817,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,/book/show/17347389-the-dream-thieves,439,,6123.0,113000.0,4.22,206543,2013
818,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,/book/show/5899779-pride-and-prejudice-and-zombies,320,,4839.0,115000.0,3.31,140052,2009
819,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,/book/show/39943621-fire-blood,706,7.99,44000.0,149000.0,4.04,118458,2018
820,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,/book/show/13538873-mr-penumbra-s-24-hour-bookstore,288,11.99,6145.0,148000.0,3.72,209813,2012
821,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,/book/show/49976087-take-a-hint-dani-brown,400,,3246.0,152000.0,4.01,103126,2020
822,Lapvona (Kindle Edition),Ottessa Moshfegh,/book/show/59693959-lapvona,313,6.99,,,3.53,71885,2022
823,The Little Paris Bookshop (Hardcover),Nina George,/book/show/23278537-the-little-paris-bookshop,392,13.99,9905.0,93100.0,3.51,102098,2013
824,Trust (Hardcover),Hernan Diaz,/book/show/58210933-trust,402,11.99,23500.0,192000.0,3.82,121468,2022
825,How High We Go in the Dark (Hardcover),Sequoia Nagamatsu,/book/show/57850265-how-high-we-go-in-the-dark,293,12.99,4260.0,197000.0,3.83,59868,2022
826,"Finale (Caraval, #3)",Stephanie Garber,/book/show/40381392-finale,478,,8951.0,255000.0,4.16,249854,2019
827,"Storm Front (The Dresden Files, #1)",Jim Butcher,/book/show/47212.Storm_Front,372,,10300.0,175000.0,3.98,358781,2000
828,The Guernsey Literary and Potato Peel Pie Society (Paperback),Mary Ann Shaffer,/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,291,14.99,15800.0,401000.0,4.19,767844,2008
829,The Outsider (Hardcover),Stephen         King,/book/show/36124936-the-outsider,561,13.99,33500.0,369000.0,4.01,326598,2018
830,The Name of the Rose (Paperback),Umberto Eco,/book/show/119073.The_Name_of_the_Rose,552,7.99,17700.0,337000.0,4.14,372132,1980
831,"A Gathering of Shadows (Shades of Magic, #2)",Victoria Schwab,/book/show/20764879-a-gathering-of-shadows,512,,9191.0,193000.0,4.21,207208,2016
832,The God of Small Things (Paperback),Arundhati Roy,/book/show/9777.The_God_of_Small_Things,321,11.99,16600.0,263000.0,3.96,304820,1997
833,"Sword Catcher (The Chronicles of Castellane, #1)",Cassandra Clare,/book/show/36679274-sword-catcher,624,,5241.0,203000.0,3.8,29566,2023
834,The Witch's Heart (Hardcover),Genevieve Gornichec,/book/show/53438195-the-witch-s-heart,359,12.99,3046.0,187000.0,4.05,53405,2021
835,Confess (Paperback),Colleen Hoover,/book/show/34324605-confess,320,12.99,16700.0,366000.0,4.08,544389,2015
836,"Offside (Rules of the Game, #1)",Avery Keelan,/book/show/208293418-offside,540,,8815.0,75200.0,3.87,72295,2019
837,"The Bone Shard Daughter (The Drowning Empire, #1)",Andrea Stewart,/book/show/50706646-the-bone-shard-daughter,435,,3226.0,146000.0,4.0,31781,2020
838,Perfume: The Story of a Murderer (Paperback),Patrick Süskind,/book/show/343.Perfume,263,9.99,16600.0,383000.0,4.04,488763,1985
839,"Friends, Lovers, and the Big Terrible Thing (Hardcover)",Matthew  Perry,/book/show/59641216-friends-lovers-and-the-big-terrible-thing,250,11.99,24000.0,172000.0,3.91,303148,2022
840,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,/book/show/76707900-queen-of-shadows,648,,39600.0,416000.0,4.61,943857,2015
841,"A Hunger Like No Other (Immortals After Dark, #1)",Kresley Cole,/book/show/14384.A_Hunger_Like_No_Other,360,,4250.0,98200.0,4.1,86162,2006
842,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,/book/show/61294937-the-adventures-of-amina-al-sirafi,483,,6007.0,196000.0,4.27,53815,2023
843,The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,226,12.99,16400.0,585000.0,3.89,1508145,2003
844,In a Holidaze (Paperback),Christina Lauren,/book/show/50892287-in-a-holidaze,307,9.99,4574.0,162000.0,3.7,182949,2020
845,The Scarlet Letter (Paperback),Nathaniel Hawthorne,/book/show/12296.The_Scarlet_Letter,279,0.99,18600.0,440000.0,3.43,877909,1850
846,One Day (Paperback),David Nicholls,/book/show/6280118-one-day,435,13.99,15600.0,242000.0,3.85,370604,2009
847,"Watership Down (Watership Down, #1)",Richard  Adams,/book/show/76620.Watership_Down,478,,11500.0,297000.0,4.09,487185,1972
848,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,/book/show/46756.Oryx_and_Crake,389,,10000.0,211000.0,4.01,272146,2003
849,Snow Crash (Hardcover),Neal Stephenson,/book/show/61240297-snow-crash,576,13.99,14200.0,235000.0,4.02,284938,1992
850,’Salem’s Lot (Paperback),Stephen         King,/book/show/11590._Salem_s_Lot,483,9.99,18300.0,269000.0,4.1,590432,1975
851,"The Goblin Emperor (The Chronicles of Osreth, #1)",Katherine Addison,/book/show/17910048-the-goblin-emperor,446,,3539.0,95200.0,4.07,48577,2014
852,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,/book/show/12812550-days-of-blood-starlight,517,,4594.0,1662.0,4.14,166179,2012
853,The Anthropocene Reviewed: Essays on a Human-Centered Planet (Hardcover),John Green,/book/show/55145261-the-anthropocene-reviewed,293,13.99,15400.0,251000.0,4.36,136866,2021
854,In a Jam (Paperback),Kate Canterbary,/book/show/62597278-in-a-jam,480,Unlimited,4001.0,77100.0,3.96,49218,2022
855,The Lincoln Highway (Hardcover),Amor Towles,/book/show/57109107-the-lincoln-highway,576,12.99,35500.0,239000.0,4.23,274842,2021
856,The Dutch House (Hardcover),Ann Patchett,/book/show/44318414-the-dutch-house,337,15.49,36500.0,279000.0,4.1,474252,2019
857,Shuggie Bain (Hardcover),Douglas   Stuart,/book/show/52741293-shuggie-bain,430,9.99,17500.0,195000.0,4.31,162014,2020
858,"Kings of the Wyld (The Band, #1)",Nicholas Eames,/book/show/30841984-kings-of-the-wyld,502,,5070.0,87800.0,4.27,54824,2017
859,Bad Feminist (Paperback),Roxane Gay,/book/show/18813642-bad-feminist,320,18.99,8903.0,227000.0,3.93,115055,2014
860,Night Film (Paperback),Marisha Pessl,/book/show/18770398-night-film,640,9.99,3167.0,121000.0,3.78,92331,2013
861,The Princess Bride (Paperback),William Goldman,/book/show/21787.The_Princess_Bride,429,Unlimited,17700.0,837000.0,4.27,912273,1973
862,The Unbearable Lightness of Being (Paperback),Milan Kundera,/book/show/9717.The_Unbearable_Lightness_of_Being,314,Unlimited,24600.0,484000.0,4.11,489012,1984
863,The House in the Pines (Hardcover),Ana  Reyes,/book/show/61251242-the-house-in-the-pines,321,12.99,11200.0,155000.0,3.11,159078,2023
864,Writers & Lovers (Hardcover),Lily King,/book/show/45289222-writers-lovers,320,8.67,8084.0,250000.0,4.01,150037,2020
865,How to Stop Time (Paperback),Matt Haig,/book/show/45152372-how-to-stop-time,339,12.99,14100.0,189000.0,3.83,185485,2017
866,The Vegetarian (Hardcover),Han Kang,/book/show/25489025-the-vegetarian,188,12.99,6425.0,169000.0,3.58,177097,2007
867,Leviathan Wakes (Paperback),James S.A. Corey,/book/show/8855321-leviathan-wakes,592,,24300.0,248000.0,4.31,279837,2011
868,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",A.N. Roquelaure,/book/show/26582.The_Claiming_of_Sleeping_Beauty,253,,4215.0,39700.0,3.22,58513,1983
869,The Sentence (Hardcover),Louise Erdrich,/book/show/56816904-the-sentence,387,12.99,6864.0,118000.0,3.95,72863,2021
870,The Turn of the Key (Hardcover),Ruth Ware,/book/show/42080142-the-turn-of-the-key,337,12.99,16200.0,301000.0,3.92,294005,2019
871,"Captive Prince (Captive Prince, #1)",C.S. Pacat,/book/show/9305362-captive-prince,240,,3007.0,116000.0,3.8,102089,2013
872,Pet Sematary (Kindle Edition),Stephen         King,/book/show/33124137-pet-sematary,580,13.99,14500.0,291000.0,4.07,616646,1983
873,Big Swiss (Hardcover),Jen Beagin,/book/show/60701439-big-swiss,336,12.99,6548.0,167000.0,3.68,90816,2023
874,Gallant (Hardcover),Victoria Schwab,/book/show/58064046-gallant,338,Unlimited,4551.0,219000.0,3.71,121317,2022
875,"Ruthless Creatures (Queens & Monsters, #1)",J.T. Geissinger,/book/show/60658710-ruthless-creatures,376,,10800.0,58500.0,4.09,63701,2021
876,The Girl Who Drank the Moon (Hardcover),Kelly Barnhill,/book/show/28110852-the-girl-who-drank-the-moon,388,Unlimited,331.0,3158.0,4.12,103063,2016
877,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,/book/show/55399.Gardens_of_the_Moon,666,,13800.0,182000.0,3.92,123656,1999
878,The Power of Now: A Guide to Spiritual Enlightenment (Paperback),Eckhart Tolle,/book/show/6708.The_Power_of_Now,229,,57500.0,476000.0,4.15,386678,1997
879,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,/book/show/9317452-rivers-of-london,392,,6155.0,104000.0,3.86,135137,2011
880,To Paradise (Hardcover),Hanya Yanagihara,/book/show/57739876-to-paradise,720,12.99,9726.0,182000.0,3.75,47777,2022
881,"The Book Woman of Troublesome Creek (The Book Woman of Troublesome Creek, #1)",Kim Michele Richardson,/book/show/40914165-the-book-woman-of-troublesome-creek,309,,31500.0,191000.0,4.22,230960,2019
882,"Again, But Better (Hardcover)",Christine Riccio,/book/show/41147279-again-but-better,373,Unlimited,1386.0,80000.0,3.62,34174,2019
883,The Cabin at the End of the World (Hardcover),Paul Tremblay,/book/show/36381091-the-cabin-at-the-end-of-the-world,272,8.99,5433.0,101000.0,3.33,82496,2018
884,"Real (Real, #1)",Katy Evans,/book/show/17617277-real,293,,1886.0,64500.0,4.12,113306,2013
885,"Girl, Serpent, Thorn (Hardcover)",Melissa Bashardoust,/book/show/51182650-girl-serpent-thorn,322,9.99,1925.0,132000.0,3.65,39132,2020
886,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,/book/show/15819028-the-golem-and-the-jinni,486,,5621.0,157000.0,4.13,126203,2013
887,"Until I Get You (Fairview Hockey, #1)",Claire Contreras,/book/show/123159518-until-i-get-you,600,on,9609.0,59700.0,4.02,46896,2018
888,The Cartographers (Hardcover),Peng Shepherd,/book/show/55004093-the-cartographers,392,15.99,3241.0,142000.0,3.63,69582,2022
889,Billy Summers (Hardcover),Stephen         King,/book/show/56852407-billy-summers,515,9.99,14300.0,197000.0,4.2,165702,2021
890,The Sun Down Motel (Hardcover),Simone St. James,/book/show/45885644-the-sun-down-motel,327,14.99,5517.0,182000.0,4.01,159473,2020
891,"The Last Mrs. Parrish (Mrs. Parrish, #1)",Liv Constantine,/book/show/34043643-the-last-mrs-parrish,560,,26400.0,261000.0,3.97,388874,2017
892,Tampa (Paperback),Alissa Nutting,/book/show/17225311-tampa,272,Unlimited,3734.0,65600.0,3.36,44560,2013
893,Recursion (Hardcover),Blake Crouch,/book/show/42046112-recursion,326,9.99,15100.0,297000.0,4.17,254291,2019
894,"The Da Vinci Code (Robert Langdon, #2)",Dan       Brown,/book/show/968.The_Da_Vinci_Code,489,,23900.0,547000.0,3.92,2393911,2003
895,"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,/book/show/39325105-harrow-the-ninth,512,,7114.0,61300.0,4.29,72471,2020
896,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,/book/show/16181775-the-rosie-project,292,,13800.0,294000.0,4.01,566588,2013
897,The Coldest Girl in Coldtown (Hardcover),Holly Black,/book/show/12813630-the-coldest-girl-in-coldtown,419,9.99,1822.0,90700.0,3.84,73986,2013
898,"Collided (Dirty Air, #2)",Lauren Asher,/book/show/206023915-collided,440,,6209.0,111000.0,3.81,103199,2020
899,"A Study in Charlotte (Charlotte Holmes, #1)",Brittany Cavallaro,/book/show/23272028-a-study-in-charlotte,321,,2667.0,98400.0,3.75,63142,2016
900,Middlesex (Paperback),Jeffrey Eugenides,/book/show/2187.Middlesex,529,Unlimited,12100.0,475000.0,4.03,645999,2002
901,The Seven Moons of Maali Almeida (Hardcover),Shehan Karunatilaka,/book/show/57224204-the-seven-moons-of-maali-almeida,386,9.48,7985.0,95600.0,3.92,46396,2022
902,All Rhodes Lead Here (Kindle Edition),Mariana Zapata,/book/show/57605091-all-rhodes-lead-here,572,Unlimited,5752.0,204000.0,4.26,130314,2021
903,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,/book/show/6936382-anna-and-the-french-kiss,372,,6135.0,472000.0,3.97,456441,2010
904,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,/book/show/25895524-red-sister,467,,3407.0,114000.0,4.17,59218,2017
905,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,/book/show/50523477-the-jasmine-throne,533,,3665.0,148000.0,4.13,29310,2021
906,"Black Sun (Between Earth and Sky, #1)",Rebecca Roanhorse,/book/show/50892360-black-sun,454,,3610.0,160000.0,4.19,47257,2020
907,A Confederacy of Dunces (Paperback),John Kennedy Toole,/book/show/310612.A_Confederacy_of_Dunces,394,8.48,13300.0,200000.0,3.89,281060,1980
908,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,/book/show/40642172-this-savage-song,469,,3222.0,181000.0,4.04,104747,2016
909,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,/book/show/17333324-ancillary-justice,386,,7522.0,102000.0,3.99,109714,2013
910,The Fake Mate (Paperback),Lana Ferguson,/book/show/123199658-the-fake-mate,372,10.99,2574.0,85800.0,3.66,59692,2023
911,Love Lettering (Paperback),Kate Clayborn,/book/show/44792512-love-lettering,307,9.44,7209.0,45000.0,3.69,48337,2019
912,"If I Stay (If I Stay, #1)",Gayle Forman,/book/show/4374400-if-i-stay,208,,14200.0,602000.0,3.92,925008,2009
913,The London Séance Society (Hardcover),Sarah Penner,/book/show/61109069-the-london-s-ance-society,352,Unlimited,3911.0,121000.0,3.48,55644,2023
914,None of This Is True (Hardcover),Lisa Jewell,/book/show/62334530-none-of-this-is-true,370,14.99,26700.0,667000.0,4.12,647840,2023
915,"The Finish Line (The Ravenhood, #3)",Kate  Stewart,/book/show/56182388-the-finish-line,539,,10600.0,95200.0,4.26,104349,2021
916,Severance (Hardcover),Ling  Ma,/book/show/36348525-severance,291,11.99,5484.0,188000.0,3.91,107789,2018
917,The Writing Retreat (Hardcover),Julia Bartz,/book/show/61273863-the-writing-retreat,313,12.99,1925.0,91000.0,3.42,64169,2023
918,"The Undertaking of Hart and Mercy (The Undertaking of Hart and Mercy, #1)",Megan Bannen,/book/show/58510253-the-undertaking-of-hart-and-mercy,336,,1906.0,89000.0,4.09,34428,2022
919,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,/book/show/58724626-what-moves-the-dead,165,,4298.0,212000.0,3.89,82066,2022
920,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,/book/show/44654627-one-of-us-is-next,377,,10400.0,247000.0,3.91,245125,2020
921,Catherine House (Hardcover),Elisabeth    Thomas,/book/show/51934838-catherine-house,311,14.99,1490.0,67000.0,3.12,26877,2020
922,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,/book/show/30075662-aurora-rising,473,,2824.0,129000.0,4.1,69216,2019
923,Cultish: The Language of Fanaticism (Hardcover),Amanda Montell,/book/show/55338982-cultish,309,Unlimited,7906.0,183000.0,3.85,90990,2021
924,"The Space Between Worlds (The Space Between Worlds, #1)",Micaiah Johnson,/book/show/43301353-the-space-between-worlds,336,12.99,2560.0,100000.0,3.94,40003,2020
925,"Crossed (Matched, #2)",Ally Condie,/book/show/15812814-crossed,367,,5788.0,107000.0,3.52,249966,2011
926,The Lost Bookshop (ebook),Evie  Woods,/book/show/65137920-the-lost-bookshop,448,Unlimited,48100.0,199000.0,4.08,150344,2023
927,The One (Kindle Edition),John Marrs,/book/show/40670312-the-one,418,11.99,16900.0,15400.0,4.11,195185,2016
928,Big Little Lies (Paperback),Liane Moriarty,/book/show/33516773-big-little-lies,460,12.99,34400.0,547000.0,4.31,1034362,2014
929,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,/book/show/25494343-lady-midnight,688,,9629.0,270000.0,4.36,233096,2016
930,The Wife Between Us (Hardcover),Greer Hendricks,/book/show/34189556-the-wife-between-us,432,Unlimited,22800.0,308000.0,3.84,408497,2018
931,"Detransition, Baby (Hardcover)",Torrey Peters,/book/show/48890225-detransition-baby,337,14.99,4917.0,155000.0,3.94,81662,2021
932,The Alice Network (Paperback),Kate Quinn,/book/show/32051912-the-alice-network,503,Unlimited,35200.0,447000.0,4.32,521238,2017
933,Norse Mythology (Paperback),Neil Gaiman,/book/show/37903770-norse-mythology,301,8.08,27500.0,319000.0,4.1,328024,2017
934,Solitaire (Paperback),Alice Oseman,/book/show/20618110-solitaire,392,,7886.0,102000.0,3.92,122282,2014
935,"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",Mia P. Manansala,/book/show/54351235-arsenic-and-adobo,336,,2446.0,107000.0,3.54,69811,2021
936,Water for Elephants (Paperback),Sara Gruen,/book/show/43641.Water_for_Elephants,368,Unlimited,15500.0,629000.0,4.11,1640299,2006
937,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,/book/show/49041.New_Moon,563,,18500.0,259000.0,3.6,1976553,2006
938,The Wishing Game (Hardcover),Meg Shaffer,/book/show/62926992-the-wishing-game,304,13.99,8044.0,363000.0,4.07,141944,2023
939,Matrix (Hardcover),Lauren Groff,/book/show/57185348-matrix,260,13.99,5506.0,85100.0,3.68,60215,2021
940,"Rejected (Shadow Beast Shifters, #1)",Jaymin Eve,/book/show/55189382-rejected,398,,12300.0,25400.0,4.18,40585,2020
941,"Poison Study (Study, #1)",Maria V. Snyder,/book/show/60510.Poison_Study,427,,2797.0,211000.0,4.09,169012,2005
942,The Personal Librarian (Hardcover),Marie Benedict,/book/show/55333938-the-personal-librarian,341,12.99,15600.0,235000.0,4.05,184039,2021
943,Girl A (Hardcover),Abigail Dean,/book/show/55271524-girl-a,352,12.99,7419.0,61900.0,3.64,82710,2021
944,Baby Teeth (Hardcover),Zoje Stage,/book/show/35410511-baby-teeth,304,Unlimited,5534.0,91500.0,3.6,73807,2018
